#Identifiant_du_site;Libellé_du_site;Caractéristique_du_site;Site_Acores_de_rattachement;Adresse;Complément_d_adresse;Lieu_dit;Code_postal;Localité;Code_INSEE;Pays;Latitude;Longitude;Précision_du_géocodage;Numéro_de_téléphone;latlong
09549A;LIFFOL LE PETIT AP;Agence postale communale;09513A;1  RUE DE L EGLISE;;;52700;LIFFOL LE PETIT;52289;FRANCE;48.296392;5.526504;Géocodé au centre de la commune;3631;48.296392, 5.526504
09559A;MELAY AP;Agence postale communale;09547A;11 RUE DU PRESSOIR;;;52400;MELAY;52318;FRANCE;47.889399;5.810429;Géocodé au milieu de la rue;3631;47.889399, 5.810429
09563A;NOGENT BP;Bureau de Poste;;6 R DU MAL DE LATTRE DE TASSIGNY;;;52800;NOGENT;52353;FRANCE;48.027495;5.342472;Géocodé au numéro;3631;48.027495, 5.342472
09571A;RICHEBOURG AP;Agence postale communale;09547A;;MAIRIE;;52120;RICHEBOURG;52422;FRANCE;48.021092;5.059346;Géocodé au centre de la commune;3631;48.021092, 5.059346
05822A;LES EGLISOTTES ET CHALAURES BP;Bureau de Poste;;31 B AVENUE VICTOR HUGO;;;33230;LES EGLISOTTES ET CHALAURES;33154;FRANCE;45.097417;-0.040404;Géocodé au numéro;3631;45.097417, -0.040404
05825A;EYNESSE AP;Agence postale communale;05970A;LE BOURG;;;33220;EYNESSE;33160;FRANCE;44.825396;0.152144;Géocodé au centre de la commune;3631;44.825396, 0.152144
05830A;FLOIRAC;Bureau de Poste;;7 AV DU PDT FRANCOIS MITTERRAND;;;33270;FLOIRAC;33167;FRANCE;44.830299;-0.526898;Géocodé au numéro;3631;44.830299, -0.526898
05832A;FRANCS AP;Agence postale communale;05875A;11 LE BOURG;;;33570;FRANCS;33173;FRANCE;44.946296;-0.006912;Géocodé au centre de la commune;3631;44.946296, -0.006912
05841A;GENSAC BP;Bureau de Poste;;AU BOURG;;;33890;GENSAC;33186;FRANCE;44.805398;0.074221;Géocodé au centre de la commune;3631;44.805398, 0.074221
05842A;GIRONDE SUR DROPT BP;Bureau de Poste;;53 ROUTE NATIONALE;;;33190;GIRONDE SUR DROPT;33187;FRANCE;44.583955;-0.09047;Géocodé au numéro;3631;44.583955, -0.09047
05848A;GUJAN MESTRAS;Bureau de Poste;;11 ALLEE RENE FOURGS;;;33470;GUJAN MESTRAS;33199;FRANCE;44.635193;-1.06964;Géocodé au numéro;3631;44.635193, -1.06964
05857A;LA BREDE;Bureau de Poste;;5 RUE LATAPIE;;;33650;LA BREDE;33213;FRANCE;44.681792;-0.527788;Géocodé au numéro;3631;44.681792, -0.527788
05858A;LACANAU MEDOC BP;Bureau de Poste;;29 AVENUE DE LA LIBERATION;;;33680;LACANAU;33214;FRANCE;44.978095;-1.075981;Géocodé au numéro;3631;44.978095, -1.075981
05866A;LANTON BP;Bureau de Poste;;8 AVENUE DE LA LIBERATION;;;33138;LANTON;33229;FRANCE;44.701537;-1.03375;Géocodé au numéro;3631;44.701537, -1.03375
05867A;LIBOURNE VIGNOBLE BP;Bureau de Poste;;102 AVENUE DU GENERAL DE GAULLE;;;33500;LIBOURNE;33243;FRANCE;44.902399;-0.220934;Géocodé au numéro;3631;44.902399, -0.220934
06105A;BORDEAUX SAINT PROJET BP;Bureau de Poste;;6 PLACE SAINT PROJET;;;33000;BORDEAUX;33063;FRANCE;44.8385;-0.575047;Géocodé au numéro;3631;44.8385, -0.575047
05340A;SAINT JEAN DU GARD BP;Bureau de Poste;;PLACE RABAUT SAINT ETIENNE;;;30270;ST JEAN DU GARD;30269;FRANCE;44.106031;3.884858;Géocodé au numéro;3631;44.106031, 3.884858
05342A;SAINT JULIEN DE CASSAGNAS RP;Relais poste commerçant;05317A;59 ROUTE DE LES MAGES;;;30500;ST JULIEN DE CASSAGNAS;30271;FRANCE;44.212998;4.197289;Géocodé au centre de la commune;3631;44.212998, 4.197289
05343A;SAINT JULIEN DE PEYROLAS BP;Bureau de Poste;;PLACE DE L EGLISE;;;30760;ST JULIEN DE PEYROLAS;30273;FRANCE;44.28761;4.564862;Géocodé au numéro;3631;44.28761, 4.564862
05347A;SAINT LAURENT DES ARBRES BP;Bureau de Poste;;GRAND RUE;;;30126;ST LAURENT DES ARBRES;30278;FRANCE;44.05372;4.699645;Géocodé au numéro;3631;44.05372, 4.699645
05354A;SAINT PAULET DE CAISSON BP;Bureau de Poste;;AVENUE DE LA GALERIE;;;30130;ST PAULET DE CAISSON;30290;FRANCE;44.26406;4.598133;Géocodé au numéro;3631;44.26406, 4.598133
05365A;SAUVETERRE BP;Bureau de Poste;;39 RUE GUIRAUD DE SCEVOLA;;;30150;SAUVETERRE;30312;FRANCE;44.023744;4.793473;Géocodé au numéro;3631;44.023744, 4.793473
05375A;UCHAUD BP;Bureau de Poste;;RUE JEAN MOULIN;;;30620;UCHAUD;30333;FRANCE;43.756633;4.269683;Géocodé au numéro;3631;43.756633, 4.269683
05377A;VALLABREGUES BP;Bureau de Poste;;PLACE FREDERIC MISTRAL;;;30300;VALLABREGUES;30336;FRANCE;43.853248;4.627847;Géocodé au numéro;3631;43.853248, 4.627847
05378A;VALLERARGUES AP;Agence postale communale;05376A;VILLAGE;;;30580;VALLERARGUES;30338;FRANCE;44.131496;4.351253;Géocodé au centre de la commune;3631;44.131496, 4.351253
05410A;VILLENEUVE LES AVIGNON JAURES BP;Bureau de Poste;;PLACE JEAN JAURES;;;30400;VILLENEUVE LES AVIGNON;30351;FRANCE;43.963894;4.797396;Géocodé au numéro;3631;43.963894, 4.797396
05412A;NIMES CADEREAU;Bureau de Poste;;6 RUE DE VERDUN;;;30900;NIMES;30189;FRANCE;43.831395;4.35012;Géocodé au numéro;3631;43.831395, 4.35012
05423A;ASPET BP;Bureau de Poste;;PLACE DU PRE COMMUN;;;31160;ASPET;31020;FRANCE;43.016196;0.798643;Géocodé au centre de la commune;3631;43.016196, 0.798643
05426A;AURIAC SUR VENDINELLE RP;Relais poste commerçant;05563A;1 RUE DU MITRON;;;31460;AURIAC SUR VENDINELLE;31026;FRANCE;43.52349;1.82645;Géocodé au numéro;3631;43.52349, 1.82645
05435A;BAZIEGE BP;Bureau de Poste;;62 GRAND RUE;;;31450;BAZIEGE;31048;FRANCE;43.455049;1.61401;Géocodé au numéro;3631;43.455049, 1.61401
05436A;BEAUMONT SUR LEZE BP;Bureau de Poste;;LE VILLAGE;;;31870;BEAUMONT SUR LEZE;31052;FRANCE;43.379396;1.35708;Géocodé au centre de la commune;3631;43.379396, 1.35708
05437A;BEAUZELLE BP;Bureau de Poste;;PLACE DE LA MAIRIE;;;31700;BEAUZELLE;31056;FRANCE;43.667893;1.37898;Géocodé au numéro;3631;43.667893, 1.37898
05445A;BOUSSENS AP;Agence postale communale;05471A;RUE DE LA POSTE;;;31360;BOUSSENS;31084;FRANCE;43.169191;0.968061;Géocodé au centre de la commune;3631;43.169191, 0.968061
05479A;COX RPC RP;Relais poste commerçant;05498A;2 AVENUE DE TOULOUSE;EPICERIE CONVIVIALE MME CATHY BRUNEAU;;31480;COX;31156;FRANCE;43.759891;1.043948;Géocodé au numéro;3631;43.759891, 1.043948
05275A;LIRAC AP;Agence postale communale;05389A;VILLAGE;PLACE MORINO;;30126;LIRAC;30149;FRANCE;44.035895;4.688329;Géocodé au centre de la commune;3631;44.035895, 4.688329
05276A;LUSSAN AP;Agence postale communale;05376A;5065 PLACE DES MARRONNIERS;;;30580;LUSSAN;30151;FRANCE;44.153095;4.366038;Géocodé au milieu de la rue;3631;44.153095, 4.366038
05279A;MANDUEL BP;Bureau de Poste;;30 RUE JEANNE D ARC;;;30129;MANDUEL;30155;FRANCE;43.816898;4.472567;Géocodé au numéro;3631;43.816898, 4.472567
05287A;MIALET AP;Agence postale communale;05323A;PLACE DE LA POSTE;;;30140;MIALET;30168;FRANCE;44.111;3.942397;Géocodé au centre de la commune;3631;44.111, 3.942397
05290A;MONOBLET AP;Agence postale communale;05388A;4 RUE DES FORGES;;;30170;MONOBLET;30172;FRANCE;44.000398;3.886038;Géocodé au centre de la commune;3631;44.000398, 3.886038
05299A;NERS AP;Agence postale communale;05323A;LE VILLAGE;MAIRIE;PLACE JEAN VIGNES;30360;NERS;30188;FRANCE;44.025547;4.158783;Géocodé au numéro;3631;44.025547, 4.158783
05302A;ORSAN AP;Agence postale communale;05202A;;MAIRIE;;30200;ORSAN;30191;FRANCE;44.13194;4.66688;Géocodé au centre de la commune;3631;44.13194, 4.66688
05305A;PONT ST ESPRIT;Bureau de Poste;;11 AVENUE GASTON DOUMERGUE;;;30130;PONT ST ESPRIT;30202;FRANCE;44.254582;4.647067;Géocodé au numéro;3631;44.254582, 4.647067
05315A;ROQUEMAURE BP;Bureau de Poste;;PLACE CHATEAUNEUF;;;30150;ROQUEMAURE;30221;FRANCE;44.052073;4.779709;Géocodé au numéro;3631;44.052073, 4.779709
05154A;BREST SAINT MARC BP;Bureau de Poste;;126 RUE DE VERDUN;;;29200;BREST;29019;FRANCE;48.398498;-4.453873;Géocodé au numéro;3631;48.398498, -4.453873
05160A;BREST ST MARTIN BP;Bureau de Poste;;89 RUE JEAN JAURES;;;29200;BREST;29019;FRANCE;48.394292;-4.479641;Géocodé au numéro;3631;48.394292, -4.479641
05166A;QUIMPERLE ST MICHEL BP;Bureau de Poste;;48 PLACE SAINT MICHEL;;;29300;QUIMPERLE;29233;FRANCE;47.871123;-3.548472;Géocodé au numéro;3631;47.871123, -3.548472
05174A;BREST PORT DE COMMERCE BP;Bureau de Poste;;RUE DE BASSAM;;;29200;BREST;29019;FRANCE;48.382797;-4.482571;Géocodé au numéro;3631;48.382797, -4.482571
05178A;CROZON MORGAT AP;Agence postale communale;04958A;PLACE YS;;;29160;CROZON;29042;FRANCE;48.225467;-4.504865;Géocodé au numéro;3631;48.225467, -4.504865
05184A;BREST BELLEVUE;Bureau de Poste;;26 AVENUE DE TARENTE;;;29200;BREST;29019;FRANCE;48.404994;-4.51045;Géocodé au numéro;3631;48.404994, -4.51045
05187A;AIGUES VIVES BP;Bureau de Poste;;99 RUE DE LA POSTE;;;30670;AIGUES VIVES;30004;FRANCE;43.737624;4.18093;Géocodé au numéro;3631;43.737624, 4.18093
05192A;LES ANGLES BP;Bureau de Poste;;5 AVENUE JULES FERRY;;;30133;LES ANGLES;30011;FRANCE;43.95509;4.774142;Géocodé au numéro;3631;43.95509, 4.774142
05206A;BEAUVOISIN BP;Bureau de Poste;;392 RUE DE LA POSTE;;;30640;BEAUVOISIN;30033;FRANCE;43.71968;4.320846;Géocodé au numéro;3631;43.71968, 4.320846
05216A;BRANOUX LES TAILLADES AP;Agence postale communale;05264A;PLACE DU TEMPLE;;;30110;BRANOUX LES TAILLADES;30051;FRANCE;44.219995;3.989688;Géocodé au centre de la commune;3631;44.219995, 3.989688
05224A;CALVISSON;Bureau de Poste;;PLACE MIREIO;;;30420;CALVISSON;30062;FRANCE;43.786489;4.19377;Géocodé au numéro;3631;43.786489, 4.19377
05229A;CAVEIRAC BP;Bureau de Poste;;ROUTE DE NIMES;;;30820;CAVEIRAC;30075;FRANCE;43.822756;4.266266;Géocodé au numéro;3631;43.822756, 4.266266
05231A;CENDRAS BP;Bureau de Poste;;RUE GABRIEL GUIRAUD;;;30480;CENDRAS;30077;FRANCE;44.156092;4.054629;Géocodé au milieu de la rue;3631;44.156092, 4.054629
05233A;CHUSCLAN AP;Agence postale communale;05202A;PLACE BARON LEROY;;;30200;CHUSCLAN;30081;FRANCE;44.148793;4.683139;Géocodé au milieu de la rue;3631;44.148793, 4.683139
05248A;DOMAZAN AP;Agence postale communale;05311A;2 AVENUE DES MIOUGRANIERS;MAIRIE;;30390;DOMAZAN;30103;FRANCE;43.929694;4.650767;Géocodé au milieu de la rue;3631;43.929694, 4.650767
05254A;FONTANES AP;Agence postale communale;05224A;9 RUE DE LA MAIRIE;;;30250;FONTANES;30114;FRANCE;43.830598;4.090091;Géocodé au milieu de la rue;3631;43.830598, 4.090091
05256A;FOURQUES BP;Bureau de Poste;;9 T AVENUE DE NIMES;;;30300;FOURQUES;30117;FRANCE;43.694035;4.608848;Géocodé au numéro;3631;43.694035, 4.608848
05264A;LA GRAND COMBE;Bureau de Poste;;6 B RUE ANATOLE FRANCE;;;30110;LA GRAND COMBE;30132;FRANCE;44.212394;4.029768;Géocodé au numéro;3631;44.212394, 4.029768
05270A;LASALLE BP;Bureau de Poste;;LE PONT DE FER;;;30460;LASALLE;30140;FRANCE;44.043597;3.85665;Géocodé au centre de la commune;3631;44.043597, 3.85665
05274A;LEZAN BP;Bureau de Poste;;PLACE DE L ENCLOS;;;30350;LEZAN;30147;FRANCE;44.013227;4.051275;Géocodé au numéro;3631;44.013227, 4.051275
05321A;SAINTE CECILE D ANDORGE AP;Agence postale communale;05264A;LE VILLAGE;;;30110;STE CECILE D ANDORGE;30239;FRANCE;44.251998;3.975722;Géocodé au centre de la commune;3631;44.251998, 3.975722
05323A;SAINT CHRISTOL LEZ ALES;Bureau de Poste;;AVENUE DU CHATEAU;;;30380;ST CHRISTOL LES ALES;30243;FRANCE;44.084221;4.075456;Géocodé au numéro;3631;44.084221, 4.075456
05326A;SAINT FLORENT SUR AUZONNET BP;Bureau de Poste;;PLACE DU 8 MAI 1945;;;30960;ST FLORENT SUR AUZONNET;30253;FRANCE;44.241297;4.113319;Géocodé au centre de la commune;3631;44.241297, 4.113319
05332A;SAINT HILAIRE DE BRETHMAS BP;Bureau de Poste;;PLACE DE LA POSTE;;;30560;ST HILAIRE DE BRETHMAS;30259;FRANCE;44.080799;4.126302;Géocodé au numéro;3631;44.080799, 4.126302
13496A;PIERRE DE BRESSE BP;Bureau de Poste;;ROUTE DE CHALON;;;71270;PIERRE DE BRESSE;71351;FRANCE;46.882878;5.261381;Géocodé au numéro;3631;46.882878, 5.261381
13497A;PLOTTES RP;Relais poste commerçant;13568A;3 PLACE DE L ORME;LA TABLE DES VIGNES;;71700;PLOTTES;71353;FRANCE;46.5273;4.87483;Géocodé au centre de la commune;3631;46.5273, 4.87483
13512A;SAINT AMOUR BELLEVUE AP;Agence postale communale;13392A;CHEVROLE;;;71570;ST AMOUR BELLEVUE;71385;FRANCE;46.241975;4.746874;Géocodé au numéro;3631;46.241975, 4.746874
13518A;SAINT BONNET EN BRESSE AP;Agence postale communale;13537A;ROUTE DE VERDUN;;;71310;ST BONNET EN BRESSE;71396;FRANCE;46.852593;5.176265;Géocodé au centre de la commune;3631;46.852593, 5.176265
13523A;SAINT DIDIER SUR ARROUX AP;Agence postale communale;13363A;LE BOURG;MAIRIE;;71190;ST DIDIER SUR ARROUX;71407;FRANCE;46.833592;4.113698;Géocodé au centre de la commune;3631;46.833592, 4.113698
13524A;SAINT EMILAND RP;Relais poste commerçant;13442A;14 RUE DU GENERAL DE GAULLE;;;71490;ST EMILAND;71409;FRANCE;46.904172;4.484307;Géocodé au numéro;3631;46.904172, 4.484307
13529A;SAINT GERMAIN DU PLAIN BP;Bureau de Poste;;6 RUE DE LA POSTE;;;71370;ST GERMAIN DU PLAIN;71420;FRANCE;46.703013;4.980632;Géocodé au numéro;3631;46.703013, 4.980632
13534A;SAINT LEGER SOUS BEUVRAY BP;Bureau de Poste;;LIEU DIT LE BOURG;;;71990;ST LEGER SOUS BEUVRAY;71440;FRANCE;46.924236;4.100902;Géocodé au numéro;3631;46.924236, 4.100902
13550A;SALORNAY SUR GUYE BP;Bureau de Poste;;12 PLACE GANDIN;;;71250;SALORNAY SUR GUYE;71495;FRANCE;46.517799;4.597109;Géocodé au milieu de la rue;3631;46.517799, 4.597109
13551A;SANCE AP;Agence postale communale;13462A;2 RUE DE LA FONTAINE;;;71000;SANCE;71497;FRANCE;46.340995;4.827419;Géocodé au numéro;3631;46.340995, 4.827419
11842A;MANZAT BP;Bureau de Poste;;6 ROUTE DE RIOM;;;63410;MANZAT;63206;FRANCE;45.962489;2.941731;Géocodé au numéro;3631;45.962489, 2.941731
11843A;MARAT RP;Relais poste commerçant;11727A;LE BOURG;;;63480;MARAT;63207;FRANCE;45.659374;3.682034;Géocodé au numéro;3631;45.659374, 3.682034
11848A;LES MARTRES DE VEYRE;Bureau de Poste;;78 AVENUE DE LA GARE;;;63730;LES MARTRES DE VEYRE;63214;FRANCE;45.688152;3.19319;Géocodé au numéro;3631;45.688152, 3.19319
11852A;MIREFLEURS AP;Agence postale communale;11848A;ESPLANADE GEORGE ONSLOW;;MAIRIE;63730;MIREFLEURS;63227;FRANCE;45.695322;3.224462;Géocodé au numéro;3631;45.695322, 3.224462
11856A;MONTAIGUT EN COMBRAILLE BP;Bureau de Poste;;9 RUE DE LA POSTE;;;63700;MONTAIGUT EN COMBRAILLE;63233;FRANCE;46.179492;2.809388;Géocodé au numéro;3631;46.179492, 2.809388
11875A;ORCIVAL AP;Agence postale communale;11753A;LE BOURG;;;63210;ORCIVAL;63264;FRANCE;45.683193;2.841988;Géocodé au centre de la commune;3631;45.683193, 2.841988
11898A;GIMEAUX AP;Agence postale communale;11895A;LE BOURG;;;63200;GIMEAUX;63167;FRANCE;45.948693;3.094125;Géocodé au centre de la commune;3631;45.948693, 3.094125
11899A;ROCHEFORT MONTAGNE BP;Bureau de Poste;;PLACE DE LA FONTAINE;;;63210;ROCHEFORT MONTAGNE;63305;FRANCE;45.684793;2.804919;Géocodé au centre de la commune;3631;45.684793, 2.804919
11901A;ROYAT BP;Bureau de Poste;;PLACE EUGENE BERTRAND;;;63130;ROYAT;63308;FRANCE;45.765792;3.056732;Géocodé au numéro;3631;45.765792, 3.056732
11902A;SAILLANT RP;Relais poste commerçant;11727A;LE BOURG;;;63840;SAILLANT;63309;FRANCE;45.456788;3.914578;Géocodé au numéro;3631;45.456788, 3.914578
11905A;SAINT AMANT ROCHE SAVINE BP;Bureau de Poste;;13 RUE HENRI POURRAT;;;63890;ST AMANT ROCHE SAVINE;63314;FRANCE;45.57448;3.631664;Géocodé au numéro;3631;45.57448, 3.631664
11906A;SAINT AMANT TALLENDE BP;Bureau de Poste;;12 RUE PASCAL;;;63450;ST AMANT TALLENDE;63315;FRANCE;45.668721;3.105882;Géocodé au numéro;3631;45.668721, 3.105882
11914A;SAINT BONNET PRES RIOM AP;Agence postale communale;11895A;9 PLACE DE LA REPUBLIQUE;;;63200;ST BONNET PRES RIOM;63327;FRANCE;45.927793;3.113834;Géocodé au numéro;3631;45.927793, 3.113834
11915A;SAINT CIRGUES SUR COUZE AP;Agence postale communale;11824A;LE BOURG;;;63320;ST CIRGUES SUR COUZE;63330;FRANCE;45.550293;3.141778;Géocodé au centre de la commune;3631;45.550293, 3.141778
11917A;SAINT DONAT AP;Agence postale communale;11753A;LE BOURG;;;63680;ST DONAT;63336;FRANCE;45.469491;2.718238;Géocodé au centre de la commune;3631;45.469491, 2.718238
11919A;SAINT FLORET AP;Agence postale communale;11824A;LE BOURG;;;63320;ST FLORET;63342;FRANCE;45.550792;3.106699;Géocodé au centre de la commune;3631;45.550792, 3.106699
11930A;SAINT MARTIN D OLLIERES AP;Agence postale communale;11755A;LE BOURG;;;63580;ST MARTIN D OLLIERES;63376;FRANCE;45.420694;3.449828;Géocodé au centre de la commune;3631;45.420694, 3.449828
11948A;SAUXILLANGES BP;Bureau de Poste;;AU SANS SOUCI;;;63490;SAUXILLANGES;63415;FRANCE;45.551344;3.373755;Géocodé au numéro;3631;45.551344, 3.373755
11952A;SEYCHALLES AP;Agence postale communale;11749A;LE BOURG;;;63190;SEYCHALLES;63420;FRANCE;45.804499;3.338546;Géocodé au centre de la commune;3631;45.804499, 3.338546
11957A;TOURS SUR MEYMONT AP;Agence postale communale;11727A;LE BOURG;;;63590;TOURS SUR MEYMONT;63434;FRANCE;45.672496;3.576378;Géocodé au centre de la commune;3631;45.672496, 3.576378
11966A;VOLLORE MONTAGNE AP;Agence postale communale;11956A;LE BOURG;AGENCE POSTALE INTERCOMMUNALE;;63120;VOLLORE MONTAGNE;63468;FRANCE;45.785193;3.67517;Géocodé au centre de la commune;3631;45.785193, 3.67517
11971A;BESSE ST ANASTAISE SUPER BESSE AP;Agence postale communale;11824A;ROND POINT DES PISTES;;SUPER BESSE;63610;BESSE ET ST ANASTAISE;63038;FRANCE;45.507396;2.862017;Géocodé au centre de la commune;3631;45.507396, 2.862017
11979A;CLERMONT FERRAND JAUDE BP;Bureau de Poste;;22 PLACE DE JAUDE;;;63000;CLERMONT FERRAND;63113;FRANCE;45.776597;3.081637;Géocodé au numéro;3631;45.776597, 3.081637
11983A;CLERMONT FERRAND SAINT JACQUES BP;Bureau de Poste;;24 RUE DES PLATS;;;63000;CLERMONT FERRAND;63113;FRANCE;45.765895;3.093177;Géocodé au numéro;3631;45.765895, 3.093177
11985A;CLERMONT FERRAND VALLIERES BP;Bureau de Poste;;6 PLACE LITTRE;;;63000;CLERMONT FERRAND;63113;FRANCE;45.767896;3.079051;Géocodé au numéro;3631;45.767896, 3.079051
11987A;LA COMBELLE BP;Bureau de Poste;;11 AVENUE DE LA POSTE;;LA COMBELLE;63570;AUZAT LA COMBELLE;63022;FRANCE;45.443074;3.306558;Géocodé au numéro;3631;45.443074, 3.306558
11995A;CLERMONT FERRAND NEYRAT;Bureau de Poste;;5 RUE DU TORPILLEUR SIROCCO;;;63100;CLERMONT FERRAND;63113;FRANCE;45.815796;3.107207;Géocodé au numéro;3631;45.815796, 3.107207
12002A;ACCOUS AP;Agence postale communale;12110A;RUE DE LA POSTE;PLACE DE LA MAIRIE;;64490;ACCOUS;64006;FRANCE;42.973499;-0.59936;Géocodé au centre de la commune;3631;42.973499, -0.59936
12005A;AINHOA RP;Relais poste commerçant;12046A;;DARRIBEROUGE FRANCK;;64250;AINHOA;64014;FRANCE;43.306701;-1.498633;Géocodé au numéro;3631;43.306701, -1.498633
12006A;ALDUDES BP;Bureau de Poste;;ROUTE NATIONALE 12;;;64430;ALDUDES;64016;FRANCE;43.097345;-1.426564;Géocodé au numéro;3631;43.097345, -1.426564
12012A;ARNEGUY AP;Agence postale communale;12127A;;;;64220;ARNEGUY;64047;FRANCE;43.109092;-1.281349;Géocodé au centre de la commune;3631;43.109092, -1.281349
12021A;ASSON BP;Bureau de Poste;;4 PLACE SAINT MARTIN;;;64800;ASSON;64068;FRANCE;43.142298;-0.256795;Géocodé au numéro;3631;43.142298, -0.256795
12022A;PAU CARNOT BP;Bureau de Poste;;27 RUE CARNOT;;;64000;PAU;64445;FRANCE;43.300691;-0.369687;Géocodé au numéro;3631;43.300691, -0.369687
12026A;BAIGTS DE BEARN AP;Agence postale communale;12112A;1010 ROUTE IMPERIALE;;;64300;BAIGTS DE BEARN;64087;FRANCE;43.513115;-0.840261;Géocodé au numéro;3631;43.513115, -0.840261
12028A;BARDOS AP;Agence postale communale;07597A;LIEU DIT LE BOURG;;;64520;BARDOS;64094;FRANCE;43.475477;-1.20322;Géocodé au numéro;3631;43.475477, -1.20322
12033A;BIARRITZ;Bureau de Poste;;17 RUE DE LA POSTE;;;64200;BIARRITZ;64122;FRANCE;43.480897;-1.560301;Géocodé au numéro;3631;43.480897, -1.560301
12039A;BIZANOS BP;Bureau de Poste;;29 RUE GEORGES CLEMENCEAU;;;64320;BIZANOS;64132;FRANCE;43.289198;-0.3544;Géocodé au numéro;3631;43.289198, -0.3544
12041A;BORDES BP;Bureau de Poste;;1 RUE DE LOURDES;;;64510;BORDES;64138;FRANCE;43.235704;-0.28194;Géocodé au numéro;3631;43.235704, -0.28194
12042A;BOUCAU BP;Bureau de Poste;;5 RUE JOSEPH SAINT ANDRE;;;64340;BOUCAU;64140;FRANCE;43.524236;-1.489047;Géocodé au numéro;3631;43.524236, -1.489047
12043A;BRISCOUS BP;Bureau de Poste;;ROUTE DEPARTEMENTALE 936;;;64240;BRISCOUS;64147;FRANCE;43.460837;-1.333279;Géocodé au numéro;3631;43.460837, -1.333279
12045A;BUZY BP;Bureau de Poste;;15 RUE DU CHATEAU LASSALLE;;;64260;BUZY;64157;FRANCE;43.133057;-0.456233;Géocodé au numéro;3631;43.133057, -0.456233
12047A;CARRESSE CASSABER AP;Agence postale communale;12112A;14 RUE DU STADE;;;64270;CARRESSE CASSABER;64168;FRANCE;43.478596;-0.997833;Géocodé au centre de la commune;3631;43.478596, -0.997833
12049A;COARRAZE BP;Bureau de Poste;;PLACE DE LA MAIRIE;;;64800;COARRAZE;64191;FRANCE;43.169643;-0.23107;Géocodé au numéro;3631;43.169643, -0.23107
12051A;DENGUIN BP;Bureau de Poste;;2 RUE DES ECOLES;;;64230;DENGUIN;64198;FRANCE;43.361096;-0.507436;Géocodé au milieu de la rue;3631;43.361096, -0.507436
12052A;EAUX BONNES AP;Agence postale communale;12108A;AVENUE CASTELLANE;CENTRE COMMERCIAL LES ARCADES;;64440;EAUX BONNES;64204;FRANCE;42.972892;-0.393541;Géocodé au milieu de la rue;3631;42.972892, -0.393541
12055A;ESPES UNDUREIN AP;Agence postale communale;12127A;RUE DE L ECOLE;;;64130;ESPES UNDUREIN;64214;FRANCE;43.267195;-0.883578;Géocodé au centre de la commune;3631;43.267195, -0.883578
12067A;HELETTE AP;Agence postale communale;12127A;LE BOURG;;;64640;HELETTE;64259;FRANCE;43.306694;-1.245853;Géocodé au centre de la commune;3631;43.306694, -1.245853
12068A;HENDAYE PRINCIPAL BP;Bureau de Poste;;14 RUE DU JAIZQUIBEL;;;64700;HENDAYE;64260;FRANCE;43.359392;-1.77503;Géocodé au numéro;3631;43.359392, -1.77503
12077A;LAHONTAN RP;Relais poste commerçant;12112A;ROUTE DU BOIS;RELAIS DES VOYAGEURS;;64270;LAHONTAN;64305;FRANCE;43.530263;-0.969247;Géocodé au numéro;3631;43.530263, -0.969247
12081A;LARUNS BP;Bureau de Poste;;2 RUE DU BIALE;;;64440;LARUNS;64320;FRANCE;42.98834;-0.427258;Géocodé au numéro;3631;42.98834, -0.427258
12084A;LESCAR BP;Bureau de Poste;;13 RUE DU PARVIS;;;64230;LESCAR;64335;FRANCE;43.332697;-0.436197;Géocodé au numéro;3631;43.332697, -0.436197
12091A;LUCQ DE BEARN AP;Agence postale communale;12112A;LE BOURG;;;64360;LUCQ DE BEARN;64359;FRANCE;43.287591;-0.658305;Géocodé au centre de la commune;3631;43.287591, -0.658305
12219A;HECHES AP;Agence postale communale;12228A;GRANDE RUE;;;65250;HECHES;65218;FRANCE;43.0151;0.371885;Géocodé au centre de la commune;3631;43.0151, 0.371885
